video_file,testset_id,model,annotator,physical_plausibility_1_4,description_of_issue,physics_category,action_completed,observability,hidden_property_followed_1_4
080_unobs_wan22.mp4,80,Wan2.2,Xinyuan,2,"eraser became large, marks appeared without writing","Causality, Deformation",no,unobservable,3
084_unobs_wan22.mp4,84,Wan2.2,Som,1,cloth moves on its own,"Contact, Friction, Causality, Deformation",no,unobservable,2
085_unobs_wan22.mp4,85,Wan2.2,Aditya,3,The spilled water is not visible in the first frame.,"Fluid, Contact",yes,unobservable,4
007_unobs_cosmos3nano.mp4,7,cosmos3 nano,Isaiah,1,"Gripper releases the cloth, and the cloth continues to move on its own. Table begins to shake.","Causality, Contact, Deformation",yes,unobservable,2
009_unobs_cosmos3nano.mp4,9,cosmos3 nano,Jiqing,1,"The cloth moves before contact, and the robot’s right arm unexpectedly duplicates.","Gravity, Momentum, Deformation",yes,unobservable,1
010_unobs_cosmos3nano.mp4,10,cosmos3 nano,Xinyuan,1,syringe deformed,Deformation,yes,unobservable,2
011_unobs_cosmos3nano.mp4,11,cosmos3 nano,Som,4,,,yes,unobservable,1
012_unobs_cosmos3nano.mp4,12,cosmos3 nano,Aditya,2,"The robot doesn't pick the syringe properly with the gripper and instead of drawing water, it pulls the beaker.","Causality, Contact",no,unobservable,2
016_unobs_cosmos3nano.mp4,16,cosmos3 nano,Isaiah,2,The right gripper and bottle both deform throughout the video.,"Deformation, Contact",no,unobservable,2
019_unobs_cosmos3nano.mp4,19,cosmos3 nano,Jiqing,3,"The teapot is not aligned with the cup, and the video ends before any liquid is poured.",Fluid,no,unobservable,1
022_unobs_cosmos3nano.mp4,22,cosmos3 nano,Xinyuan,2,"cloth passed through the glass, and one arm disappeared","Collision, Causality",yes,unobservable,2
025_unobs_cosmos3nano.mp4,25,cosmos3 nano,Som,2,lenght of cloth not changing,"Contact, Deformation",yes,unobservable,2
027_unobs_cosmos3nano.mp4,27,cosmos3 nano,Aditya,2,The robot picks the ball but then throws it on the table making 2 balls to appear on contact.,Causality,no,unobservable,1
028_unobs_cosmos3nano.mp4,28,cosmos3 nano,Isaiah,2,Ball quickly deforms unrealistic to the grabbing motion.,"Deformation, Contact",yes,unobservable,1
029_unobs_cosmos3nano.mp4,29,cosmos3 nano,Jiqing,4,,,yes,unobservable,2
030_unobs_cosmos3nano.mp4,30,cosmos3 nano,Xinyuan,3,cloth is not stiff,Friction,no,unobservable,2
032_unobs_cosmos3nano.mp4,32,cosmos3 nano,Som,4,,,yes,unobservable,1
034_unobs_cosmos3nano.mp4,34,cosmos3 nano,Aditya,3,"When the robot flips the paper, another paper appear in the background for brief time period.","Deformation, Causality",yes,unobservable,3
050_unobs_cosmos3nano.mp4,50,cosmos3 nano,Isaiah,2,Gripper hand morphs slightly. Duck slightly changes shape.,"Deformation, Momentum",yes,unobservable,4
060_unobs_cosmos3nano.mp4,60,cosmos3 nano,Jiqing,3,The bottle deforms a little bit when grabbed.,"Deformation, Contact",yes,unobservable,2
062_unobs_cosmos3nano.mp4,62,cosmos3 nano,Xinyuan,2,bottle deformed; the medicine flows into the box as freely as a thin liquid despite stated high viscosity.,Deformation,no,unobservable,2
063_unobs_cosmos3nano.mp4,63,cosmos3 nano,Som,1,object grip is not proper and bag is floating,"Causality, Gravity, Fluid, Deformation",yes,unobservable,2
066_unobs_cosmos3nano.mp4,66,cosmos3 nano,Aditya,4,,,yes,unobservable,3
068_unobs_cosmos3nano.mp4,68,cosmos3 nano,Isaiah,2,"Fluid flows out from bottom of cup, not the open side.",Fluid,yes,unobservable,3
070_unobs_cosmos3nano.mp4,70,cosmos3 nano,Jiqing,2,"The tape’s appearance changes unnaturally, and it is pulled toward the robot instead of being pushed toward the notebook.","Deformation, Contact",yes,unobservable,1
071_unobs_cosmos3nano.mp4,71,cosmos3 nano,Xinyuan,1,box moving without contact and slides lightly and smoothly across the desk as an empty plastic container would.,"Friction, Causality, Contact",no,unobservable,1
073_unobs_cosmos3nano.mp4,73,cosmos3 nano,Som,1,objects are moving on their own,"Causality, Momentum, Contact, Friction",no,unobservable,1
074_unobs_cosmos3nano.mp4,74,cosmos3 nano,Aditya,1,The robot arms randomly deforms and then reforms in the video and instead of picking the pool cue it pushes the floor.,"Contact, Deformation, Causality",no,unobservable,1
077_unobs_cosmos3nano.mp4,77,cosmos3 nano,Isaiah,1,"Grippers morph, and liquid appears out of nowhere.","Deformation, Causality",yes,unobservable,2
078_unobs_cosmos3nano.mp4,78,cosmos3 nano,Jiqing,1,"The eraser moves by itself, the appearance of the eraser changes unrealistically.","Momentum, Deformation",yes,unobservable,1
080_unobs_cosmos3nano.mp4,80,cosmos3 nano,Xinyuan,2,marks appeared with eraser wiping,"Causality, Contact",yes,unobservable,2
084_unobs_cosmos3nano.mp4,84,cosmos3 nano,Som,1,gripper has not gripperd the cloth,"Contact, Momentum, Causality",no,unobservable,3
085_unobs_cosmos3nano.mp4,85,cosmos3 nano,Aditya,2,The appear after the cloth is pushed.,"Fluid, Causality",yes,unobservable,3
007_unobs_hunyuan15.mp4,7,Hunyuan 1.5,Isaiah,1,Square cloths appear into both grippers with no proper cause.,Causality,yes,unobservable,1
009_unobs_hunyuan15.mp4,9,Hunyuan 1.5,Jiqing,4,,,yes,unobservable,3
010_unobs_hunyuan15.mp4,10,Hunyuan 1.5,Xinyuan,1,Syringe grow and moved on its own,Deformation,no,unobservable,2
011_unobs_hunyuan15.mp4,11,Hunyuan 1.5,Som,1,syringe moves on its own,"Causality, Momentum, Contact",yes,unobservable,2
012_unobs_hunyuan15.mp4,12,Hunyuan 1.5,Aditya,1,"One syringe appears on left hand our of nowhere and the right hand doesn't pick the syringe, but it just appears on the hand.","Causality, Contact, Fluid",no,unobservable,1
016_unobs_hunyuan15.mp4,16,Hunyuan 1.5,Isaiah,3,Liquid fills up quicker than expected.,Fluid,yes,unobservable,3
019_unobs_hunyuan15.mp4,19,Hunyuan 1.5,Jiqing,3,"The robot does not use the existing teapot; instead, a new teapot suddenly appears.",Causality,yes,unobservable,1
022_unobs_hunyuan15.mp4,22,Hunyuan 1.5,Xinyuan,1,"the glass moving without being touched, fluid holds on the handle didn't fall down","Fluid, Gravity, Causality, Contact",yes,unobservable,3
025_unobs_hunyuan15.mp4,25,Hunyuan 1.5,Som,4,,,no,unobservable,4
027_unobs_hunyuan15.mp4,27,Hunyuan 1.5,Aditya,1,The ball expands in size.,"Causality, Deformation",no,unobservable,3
028_unobs_hunyuan15.mp4,28,Hunyuan 1.5,Isaiah,1,Ball squishes unrealistically and moves on its own.,"Deformation, Momentum, Causality",yes,unobservable,3
029_unobs_hunyuan15.mp4,29,Hunyuan 1.5,Jiqing,3,The bag begins to inflate before the robot’s hand touches it and eventually expands more than expected.,"Momentum, Deformation",yes,unobservable,3
030_unobs_hunyuan15.mp4,30,Hunyuan 1.5,Xinyuan,3,the cloth deformation is off,Deformation,yes,unobservable,2
034_unobs_hunyuan15.mp4,34,Hunyuan 1.5,Aditya,2,The paper is folding by itself.,"Causality, Deformation",no,unobservable,1
050_unobs_hunyuan15.mp4,50,Hunyuan 1.5,Isaiah,3,Slight unrealistic momentum when pushing the duck.,"Momentum, Contact",yes,unobservable,1
060_unobs_hunyuan15.mp4,60,Hunyuan 1.5,Jiqing,2,"The robot doesn't use the existing medicine bottle, but uses a new bottle suddenly appeared.",Causality,yes,unobservable,3
062_unobs_hunyuan15.mp4,62,Hunyuan 1.5,Xinyuan,1,"bottle deformed and changed appearance, don't know how the liquid is coming from","Deformation, Collision",no,unobservable,3
063_unobs_hunyuan15.mp4,63,Hunyuan 1.5,Som,4,,,yes,unobservable,4
066_unobs_hunyuan15.mp4,66,Hunyuan 1.5,Aditya,4,,,yes,unobservable,3
068_unobs_hunyuan15.mp4,68,Hunyuan 1.5,Isaiah,4,,,yes,unobservable,4
070_unobs_hunyuan15.mp4,70,Hunyuan 1.5,Jiqing,2,"The tape roll begins rotating before the robot’s hand touches it, and a long strip of tape suddenly appears.",Causality,yes,unobservable,1
071_unobs_hunyuan15.mp4,71,Hunyuan 1.5,Xinyuan,2,tape moved without being touched,"Friction, Contact",yes,unobservable,2
073_unobs_hunyuan15.mp4,73,Hunyuan 1.5,Som,1,pool ball appears out of no where,"Causality, Momentum",yes,unobservable,2
074_unobs_hunyuan15.mp4,74,Hunyuan 1.5,Aditya,3,The pool cue moved before the arm reached it.,"Contact, Causality",no,unobservable,1
077_unobs_hunyuan15.mp4,77,Hunyuan 1.5,Isaiah,1,Liquid appears from nowhere. Tape moves with sponge unrealistically.,"Causality, Friction, Fluid",yes,unobservable,2
078_unobs_hunyuan15.mp4,78,Hunyuan 1.5,Jiqing,2,The eraser moves before being touched by the robot hand.,Momentum,yes,unobservable,1
080_unobs_hunyuan15.mp4,80,Hunyuan 1.5,Xinyuan,1,eraser write on the board with marks left,Causality,yes,unobservable,2
084_unobs_hunyuan15.mp4,84,Hunyuan 1.5,Som,3,cloth sticks to robot arm,"Friction, Contact",no,unobservable,1
085_unobs_hunyuan15.mp4,85,Hunyuan 1.5,Aditya,3,The water was not present in the first frame but then appears out of no where.,"Fluid, Causality",yes,unobservable,3
007_unobs_magi45bd.mp4,7,MAGI 4.5B distill,Isaiah,1,Cloth is not attached to gripper while it moves. Cloth moves by itself. Fluid is not affected by cloth.,"Contact, Momentum",yes,unobservable,1
009_unobs_magi45bd.mp4,9,MAGI 4.5B distill,Jiqing,2,"The cloth moved before being touched, and deformed with no reason.","Causality, Deformation",yes,unobservable,1
010_unobs_magi45bd.mp4,10,MAGI 4.5B distill,Xinyuan,2,both hands deformed weirdly,Deformation,no,unobservable,1
011_unobs_magi45bd.mp4,11,MAGI 4.5B distill,Som,4,,,no,unobservable,1
012_unobs_magi45bd.mp4,12,MAGI 4.5B distill,Aditya,1,The robot gripper are movinf weirdly.,Deformation,no,unobservable,1
016_unobs_magi45bd.mp4,16,MAGI 4.5B distill,Isaiah,3,Background slightly morphs.,Deformation,no,unobservable,1
019_unobs_magi45bd.mp4,19,MAGI 4.5B distill,Jiqing,4,,,no,unobservable,1
022_unobs_magi45bd.mp4,22,MAGI 4.5B distill,Xinyuan,4,,,no,unobservable,1
025_unobs_magi45bd.mp4,25,MAGI 4.5B distill,Som,4,,,no,unobservable,1
027_unobs_magi45bd.mp4,27,MAGI 4.5B distill,Aditya,4,,,no,unobservable,1
028_unobs_magi45bd.mp4,28,MAGI 4.5B distill,Isaiah,3,Hands move slightly unrealistically.,Deformation,no,unobservable,2
029_unobs_magi45bd.mp4,29,MAGI 4.5B distill,Jiqing,4,,,no,unobservable,1
030_unobs_magi45bd.mp4,30,MAGI 4.5B distill,Xinyuan,4,,,no,unobservable,1
032_unobs_magi45bd.mp4,32,MAGI 4.5B distill,Som,4,,,no,unobservable,1
034_unobs_magi45bd.mp4,34,MAGI 4.5B distill,Aditya,4,,,no,unobservable,1
050_unobs_magi45bd.mp4,50,MAGI 4.5B distill,Isaiah,1,Gripper morphs inside duck. Gripper changes into unrealistic shapes.,"Collision, Contact, Deformation",no,unobservable,2
060_unobs_magi45bd.mp4,60,MAGI 4.5B distill,Jiqing,2,"The medicine bottle is not picked up by the robot; instead, it rises into the air on its own.","Contact, Momentum, Gravity",no,unobservable,1
062_unobs_magi45bd.mp4,62,MAGI 4.5B distill,Xinyuan,4,,,no,unobservable,1
063_unobs_magi45bd.mp4,63,MAGI 4.5B distill,Som,4,,,no,unobservable,1
066_unobs_magi45bd.mp4,66,MAGI 4.5B distill,Aditya,1,The cup appeared from thin air.,Causality,no,unobservable,1
068_unobs_magi45bd.mp4,68,MAGI 4.5B distill,Isaiah,1,Robotic arm changes shape completely and morphs into round mass. Liquid begins to release from round shape.,Deformation,no,unobservable,2
070_unobs_magi45bd.mp4,70,MAGI 4.5B distill,Jiqing,4,,,no,unobservable,1
071_unobs_magi45bd.mp4,71,MAGI 4.5B distill,Xinyuan,4,,,no,unobservable,1
073_unobs_magi45bd.mp4,73,MAGI 4.5B distill,Som,4,,,no,unobservable,1
074_unobs_magi45bd.mp4,74,MAGI 4.5B distill,Aditya,4,,,no,unobservable,1
077_unobs_magi45bd.mp4,77,MAGI 4.5B distill,Isaiah,1,Hands flip and morph into unrealistic shapes.,Deformation,no,unobservable,1
078_unobs_magi45bd.mp4,78,MAGI 4.5B distill,Jiqing,4,,,no,unobservable,1
080_unobs_magi45bd.mp4,80,MAGI 4.5B distill,Xinyuan,3,hands moved a bit unnaturally,Deformation,no,unobservable,1
084_unobs_magi45bd.mp4,84,MAGI 4.5B distill,Som,4,,,no,unobservable,1
085_unobs_magi45bd.mp4,85,MAGI 4.5B distill,Aditya,4,,,no,unobservable,1
